12.505386, 0.000000, 12.344381, 0.000000
12.505421, 0.021965, 11.980999, 1.138375
12.505717, 0.043965, 10.823658, 4.600285
12.506029, 0.065954, 8.817662, 0.281951
12.506563, 0.087958, -0.513004, 0.775661
12.507158, 0.109966, 12.346148, 0.080124
12.507925, 0.131993, 11.988913, 1.221292
12.508829, 0.154007, 10.743592, 4.654384
12.509985, 0.176093, 8.811346, 0.395905
12.511189, 0.198170, -0.616016, 0.726941
12.512522, 0.220276, 12.351487, 0.160535
12.513928, 0.242395, 11.999844, 1.305900
12.515601, 0.264569, 10.666616, 4.709801
12.517467, 0.286748, 8.806908, 0.512506
12.519422, 0.308952, -0.718226, 0.675938
12.521458, 0.331231, 12.360411, 0.241551
12.523715, 0.353553, 12.013742, 1.392485
12.526053, 0.375886, 10.592660, 4.766760
12.528636, 0.398291, 8.804237, 0.632208
12.531266, 0.420733, -0.819860, 0.622459
12.534161, 0.443196, 12.372961, 0.323517
12.537066, 0.465766, 12.030680, 1.481231
12.540207, 0.488377, 10.521623, 4.825701
12.543455, 0.511051, 8.803133, 0.755266
12.546855, 0.533766, -0.921224, 0.566245
12.550551, 0.556597, 12.389168, 0.406705
12.554217, 0.579463, 12.050545, 1.572662
12.558135, 0.602377, 10.453476, 4.886831
12.562167, 0.625395, 8.803520, 0.882188
12.566377, 0.648496, -1.022684, 0.506993
12.570743, 0.671692, 12.409191, 0.491555
12.575242, 0.694993, 12.073318, 1.667145
12.579967, 0.718314, 10.388227, 4.950437
12.584738, 0.741754, 8.805222, 1.013301
12.589794, 0.765300, -1.124440, 0.444472
12.595001, 0.788917, 12.433002, 0.578187
12.600339, 0.812679, 12.099142, 1.764766
12.605827, 0.836519, 10.325679, 5.017052
12.611513, 0.860491, 8.808155, 1.149120
12.617407, 0.884588, -1.226835, 0.378300
12.623406, 0.908740, 12.460878, 0.667260
12.629612, 0.933024, 12.127892, 1.866182
12.635989, 0.957482, 10.265945, 5.086954
12.642563, 0.982076, 8.812231, 1.290049
12.649287, 1.006770, -1.330145, 0.308167
12.656228, 1.031604, 12.492880, 0.759042
12.663384, 1.056567, 12.159687, 1.971849
12.670691, 1.081682, 10.208990, 5.160604
12.678098, 1.106944, 8.817303, 1.436816
12.685798, 1.132385, -1.434736, 0.233625
12.693673, 1.157952, 12.529228, 0.854050
12.701749, 1.183704, 12.194561, 2.082204
12.710011, 1.209620, 10.154802, 5.238420
12.718544, 1.235683, 8.823174, 1.589973
12.727169, 1.261967, -1.540878, 0.154248
12.736108, 1.288408, 12.570068, 0.952715
12.745174, 1.315042, 12.232512, 2.197837
12.754456, 1.341859, 10.103431, 5.321013
12.764056, 1.368869, 8.829788, 1.750182
12.773775, 1.396097, -1.648994, 0.069548
12.783749, 1.423531, 12.615707, 1.055630
12.793946, 1.451186, 12.273727, 2.319374
12.804367, 1.479032, 10.054946, 5.408955
12.815080, 1.507123, 8.836945, 1.918290
12.825933, 1.535450, -1.759465, -0.021038
12.837110, 1.564013, 12.666428, 1.163357
12.848479, 1.592833, 12.318283, 2.447498
12.860238, 1.621889, 10.009331, 5.502949
12.872009, 1.651217, 8.844699, 2.095190
12.884242, 1.680806, -1.872687, -0.118189
12.896721, 1.710646, 12.722561, 1.276671
12.909342, 1.740774, 12.366341, 2.583030
12.922285, 1.771181, 9.966713, 5.603714
12.935582, 1.801948, 8.852692, 2.281967
12.949012, 1.832948, -1.989188, -0.222626
12.962832, 1.864291, 12.784492, 1.396274
12.977016, 1.895939, 12.417965, 2.726859
12.991373, 1.927922, 9.927219, 5.712222
13.006080, 1.960250, 8.860797, 2.479754
13.021123, 1.992905, -2.109484, -0.335207
13.036528, 2.025928, 12.852676, 1.523122
13.052139, 2.059323, 12.473400, 2.880104
13.068198, 2.093106, 9.890946, 5.829424
13.084519, 2.127230, 8.868841, 2.690017
13.101194, 2.161789, -2.234162, -0.456926
13.118236, 2.196759, 12.927662, 1.658221
13.135674, 2.232127, 12.532886, 3.043891
13.153465, 2.267951, 9.858112, 5.956546
13.171602, 2.304218, 8.876596, 2.914230
13.190184, 2.340945, -2.363934, -0.588912
13.209073, 2.378123, 13.010103, 1.802808
13.228430, 2.415781, 12.596624, 3.219750
13.248191, 2.453936, 9.828905, 6.095009
13.268350, 2.492607, 8.883855, 3.154460
13.289030, 2.531813, -2.499603, -0.732551
13.310064, 2.571553, 13.100744, 1.958276
13.331641, 2.611865, 12.665010, 3.409364
13.353661, 2.652737, 9.803593, 6.246417
13.376139, 2.694223, 8.890252, 3.412844
13.399093, 2.736294, -2.642112, -0.889452
13.422587, 2.778980, 13.200502, 2.126303
13.446623, 2.822363, 12.738419, 3.614575
13.471114, 2.866346, 9.782538, 6.412720
13.496246, 2.911059, 8.895500, 3.692046
